name,price,location,link,Description,Property Address,Estate Name,Property Size,Condition,Furnishing,Attribute_1,Attribute_2,Attribute_3,Subtype,Agency Fee,Legal and Agreement Fee,Caution Fee,Total Fee,Service Charge Fee,Service Charge Covers,Pets,New Property,Total Rooms,Parking Space,Broker Fee,Facilities,Listing by,Furnished
"5bdrm Duplex in Osapa London, Lekki for Rent", 10000000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/5bdrm-duplex-in-osapa-london-lekki-for-rent-4sGC7ZxRb0oGTalg1rcz6nO.html?page=24&pos=21&cur_pos=21&ads_per_page=23&ads_count=15807&lid=FOXK95B7VIvKP0sP&indexPosition=547,"*RENT*
 
 purpose- Residential or Commercial
 *HOUSE TYPE* : 
5 bedrooms all ensuite with swimming pool, Refrigerator, Car Park etc.
 *LOCATION* : Osapa
 *PRICE* : 10m annually
Legal: 5%
Agency: 10%
Caution fee: 500k
Service charge: self service","Osapa London, Lekki",Osapa London,,Newly-Built,Semi-Furnished,Duplex,5 bedrooms,5 bathrooms,,,,,,,,,,,,,,,
3bdrm Duplex in Lekki for rent, 4500000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/3bdrm-duplex-in-lekki-for-rent-pOfT8TxC8ufAfMjLxtMdN1AM.html?page=25&pos=1&cur_pos=1&ads_per_page=23&ads_count=15807&lid=FOXK95B7VIvKP0sP&indexPosition=550,"Brand new 3 Bedroom terrace duplex in orchid, Lekki 
Rent- 4.5m","orchid,Lekki",Lekki,500sqm,Newly-Built,Semi-Furnished,Duplex,3 bedrooms,3 bathrooms,,,,,,,,,,,,,,,
3bdrm Apartment in Victoria Island Extension for rent, 10000000,"Victoria Island, Victoria Island Extension",https://jiji.ng/victoria-island-extension/houses-apartments-for-rent/3bdrm-apartment-in-victoria-island-extension-for-rent-nLtxDPJCzoQENGW1cFRXn32.html?page=25&pos=4&cur_pos=4&ads_per_page=23&ads_count=15807&lid=FOXK95B7VIvKP0sP&indexPosition=553,"FOR RENT! 
Lovely 3 Bedroom Apartment
 Location - Victoria Island, Lagos 
Rent - N10million per annum 
Service Charge - N1,200,000
Caution - 10%
Agency - 10% 
Legal - 10%
 Property Features: 
- Room ensuite 
- Visitors toilet 
- Fitted Kitchen
- Very Secured Estate 
- 24hrs Security
- 24hrs Electricity
- Ample Parking Space 
- Wardrobe 
- Kitchen cabinet
Can be used for short",landmark area,,1300sqm,Newly-Built,Unfurnished,Apartment,3 bedrooms,3 bathrooms,,,,,,,,,,,,,,,
"5bdrm Duplex in Orchid Road, Lekki for rent", 9000000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/5bdrm-duplex-in-orchid-road-lekki-for-rent-66qpeaJc4MOJEupnx9MS204U.html?page=25&pos=7&cur_pos=7&ads_per_page=23&ads_count=15807&lid=FOXK95B7VIvKP0sP&indexPosition=556,"To let 
5-bed fully detached house in a water tight estate at orchid-lagos.

agency: 10%
legal: 10%
refundable deposit:10%
sc:50k/month
major features
- fully serviced
- 8 cars garrage
- family lounge
- motorized gate system
- stable power
- 6k indoor theatre/cinema
- spacious masters-bedroom with a massive closet
- service quarters
- central water treatment
- fully fitted open and enclosed kitchen plan with heat extractor
- installed washing machine
- installed ac outlets",Orchid road,Orchid road,600sqm,Renovated,Unfurnished,Duplex,5 bedrooms,6 bathrooms,,900000,900000,900000,2700000,600000,,,,,,,,,
4bdrm Duplex in Lekki for rent, 5000000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/4bdrm-duplex-in-lekki-for-rent-ujGn80T7vgqMCUrU9t6o4mLQ.html?page=25&pos=10&cur_pos=10&ads_per_page=23&ads_count=15807&lid=FOXK95B7VIvKP0sP&indexPosition=559,"Spacious 4Bedroom semi detached Duplex with bq & Good Power Supply for Rent 
Location: Lekki 2nd Toll Gate, Lekki.
Rent: 5M
Legal: 10%
Agency: 10%
Caution: 400k
Service Charge: 60k monthly
Features:
Neatly Finished
All Rooms Ensuite
Massive Living Room
Massive Masters Bedroom
Quality Spanish Tiles
Parking Space for 3 cars
Interlocked Floor 
Secured Area
Serene Environment.
Water Heaters.
Pop Ceiling
Walk-In Shower",Lekki second toll gate,,600sqm,Newly-Built,Semi-Furnished,Duplex,4 bedrooms,4 bathrooms,,,,,,,,,,,,,,,
4bdrm Townhouse / Terrace in Vgc Lekki for rent, 4500000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/4bdrm-townhouse-terrace-in-vgc-lekki-for-rent-BhJvH3L0tqiW5KY7PGIus4Lp.html?page=25&pos=13&cur_pos=13&ads_per_page=23&ads_count=15807&lid=FOXK95B7VIvKP0sP&indexPosition=562,"TO LET !! 4BED ||  Vgc lekki 
4 BEDROOM TERRACE DUPLEX FOR RENT! 
Location:  Harris drive VGC, lekki Lagos 
Rent: 4.5m per annum
Other charges:
- Agency 10%
- Legal. 10%
- Caution 200k
- Service Charge: 50k monthly ( pay as you go)
Features
- 24 Hours Security
- 18 Hours Electricity
- All Rooms Ensuite
- Fully Fitted Kitchen
- Pop Ceiling
- Water Heater
- Walk-in-Shower
- Interlocked Floor
- Serviced",VGC,VGC Lekki,1000sqm,Newly-Built,Unfurnished,Townhouse / Terrace,4 bedrooms,5 bathrooms,Semi-Detached,450000,450000,200000,1100000,50000,,,,,,,,,
"Furnished 2bdrm Apartment in Peace Estate, Okota for rent", 1700000,"Isolo, Okota",https://jiji.ng/okota/houses-apartments-for-rent/furnished-2bdrm-apartment-in-peace-estate-okota-for-rent-x37wIm9z203hG6bkiYLVKVBd.html?page=25&pos=16&cur_pos=16&ads_per_page=23&ads_count=15807&lid=FOXK95B7VIvKP0sP&indexPosition=565,"A brand new 2bed room flat,all room ensuite with water heater and visitors toilet,pop,floor tiles, wardrobes, kitchen cabinets and kitchen shelf, balcony, prepaid metre,clean borehole water at Ago Palace Way,Lagos",Ago Palace Way,Peace Estate,400sqm,Newly-Built,Furnished,Apartment,2 bedrooms,2 bathrooms,,,,,,,,,,,,,,,
"4bdrm Townhouse / Terrace in Orchid Road, Lekki for rent", 4500000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/4bdrm-townhouse-terrace-in-orchid-road-lekki-for-rent-m6Ii13q0ufTkFsydBv2sGfbL.html?page=25&pos=19&cur_pos=19&ads_per_page=23&ads_count=15807&lid=FOXK95B7VIvKP0sP&indexPosition=568,"To let !! newly built 4 bedroom detached duplex for rent! 
location : orchid lekki lagos 
rent : 4.5m per annum
other charges :
legal - 10%
agency - 10%
caution - 300k
features
- fitted kitchen
- fully serviced estate
- brand new
- pop ceilings
- water treatment
- 24/7 security
etc",Orchid road,"Orchid road, Lekki",1500sqm,Newly-Built,Unfurnished,Townhouse / Terrace,4 bedrooms,5 bathrooms,Semi-Detached,450000,450000,300000,1200000,50000,,,,,,,,,
4bdrm Townhouse / Terrace in Ikate for Rent, 10000000,"Lekki, Ikate",https://jiji.ng/ikate/houses-apartments-for-rent/4bdrm-townhouse-terrace-in-ikate-for-rent-s2jVIYpxLKH9G2RboHyIztxg.html?page=25&pos=22&cur_pos=22&ads_per_page=23&ads_count=15807&lid=FOXK95B7VIvKP0sP&indexPosition=571,"4 BEDROOM TERRACE DUPLEX FOR RENT ! 
Location: Ikate, Lagos
Price: 10m per annum
Other Charges :
Agency 10%
Legal 10%
Caution: 500k
Service Charge: 800k per annum
Total : 13,300,000
Features
- All Rooms Ensuite
- 24 Hours Security
- 24 Hours Electricity
- Stamp Concrete Floor
- POP Ceiling
- Water Heater
- Gym
- BQ
- Swimming Pool
- Walk In Shower
- Serviced","Ikate Lekki, Lagos",,1000sqm,Newly-Built,Unfurnished,Townhouse / Terrace,4 bedrooms,5 bathrooms,Semi-Detached,1000000,1000000,500000,,800000,,,,,,,,,
"2bdrm Duplex in Lekki Peninsula 2, Ajah for rent", 3000000,Ajah,https://jiji.ng/ajah/houses-apartments-for-rent/2bdrm-duplex-in-lekki-peninsula-2-ajah-for-rent-1H9hf8OdGQKvGZWJa2KUOe1E.html?page=26&pos=2&cur_pos=2&ads_per_page=23&ads_count=15807&lid=FOXK95B7VIvKP0sP&indexPosition=574,"Solo FOR RENT! 
BRAND NEW 2 BEDROOM TERRACE DUPLEX WITH SPACIOUS BQ FOR RENT.
Location: Lekki peninsula 2 By Abraham Adesanya Ajah Lagos 
Rent: 3m per annum 
Agency: 10%
Legal: 10%
Caution: 350k
Service charge:370k per annum 
Features;
- All rooms en-suite 
- ⁠24hrs security 
- ⁠Fitted kitchen 
- ⁠Pantry
- ⁠Pop ceiling 
- ⁠Family lounge 
- ⁠Shower cubicles 
- ⁠Walk-in closet’s 
- ⁠Balcony 
- ⁠1Bq
- ⁠Water heater 
- ⁠Borehole 
•",Abraham Adesanya,Lekki peninsula 2,300sqm,Newly-Built,Semi-Furnished,Duplex,2 bedrooms,2 bathrooms,,,,,,,,,,,,,,,
4bdrm Duplex in Chevron for rent, 6000000,"Lekki, Chevron",https://jiji.ng/chevron/houses-apartments-for-rent/4bdrm-duplex-in-chevron-for-rent-4VRerlwAkzqA62DNMiRP5GUF.html?page=26&pos=5&cur_pos=5&ads_per_page=23&ads_count=15807&lid=FOXK95B7VIvKP0sP&indexPosition=577,"We have a beautiful, 4 bedroom terraced duplex available for rent in a serene location.

Agency and agreement:10%
Caution:10%",Chevron Lekki,,350sqm,Newly-Built,Semi-Furnished,Duplex,4 bedrooms,4 bathrooms,,,,,,,,,,,,,,,
"6bdrm Duplex in Majek Estate, Ajah for rent", 3500000,Ajah,https://jiji.ng/ajah/houses-apartments-for-rent/6bdrm-duplex-in-majek-estate-ajah-for-rent-eZHPWnbnYnrv2m8T0hLi8Dm4.html?page=26&pos=8&cur_pos=8&ads_per_page=23&ads_count=15807&lid=FOXK95B7VIvKP0sP&indexPosition=580,Brand new 6 bedroom fully detached duplex at Majek sangotedo.,sangotedo,Majek estate,600sqm,Newly-Built,Semi-Furnished,Duplex,6 bedrooms,6 bathrooms,,350000,350000,350000,1050000,,,,,,,,,,
"4bdrm Duplex in Ikate, Lekki for Rent", 5000000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/4bdrm-duplex-in-ikate-lekki-for-rent-mlr7CmLBdSRLGhPvM0ANFgkk.html?page=26&pos=11&cur_pos=11&ads_per_page=23&ads_count=15807&lid=FOXK95B7VIvKP0sP&indexPosition=583,Newly Renovated 4Bedrooms Terrace duplex with excellent facilities in secured estate at Ikate is available for rent.,ikate,ikate,1000sqm,Fairly Used,Unfurnished,Duplex,4 bedrooms,4 bathrooms,,,,,,,,Pets Allowed,,,,,,,
"4bdrm Duplex in Orchid, Lekki for Rent", 6500000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/4bdrm-duplex-in-orchid-lekki-for-rent-6we5TwhORpWdeoMWZgkvZhri.html?page=26&pos=14&cur_pos=14&ads_per_page=23&ads_count=15807&lid=FOXK95B7VIvKP0sP&indexPosition=586,Brand new spacious luxurious 4 bedroom semi detached duplex in orchid with a spacious bq comes with nice features Rent 6.5m aac 10% each.,orchid,orchid,3000sqm,Newly-Built,Semi-Furnished,Duplex,4 bedrooms,6 bathrooms,,650000,650000,650000,,,,,,,,,,,
"4bdrm Duplex in Orchid Road, Lekki for Rent", 6000000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/4bdrm-duplex-in-orchid-road-lekki-for-rent-tCgt2kAf91y8Au9Rrl6xuuwx.html?page=26&pos=17&cur_pos=17&ads_per_page=23&ads_count=15807&lid=FOXK95B7VIvKP0sP&indexPosition=589,"4 BEDROOM SEMI DETACHED DUPLEX FOR RENT ! 
Location: Orchid , Lagos
Price: 6m per annum
Other Charges :
Agency 10%
Legal 10%
Caution: 10%

- 24 Hours Security
- Fully Fitted Kitchen
- Spacious Living Room
- All Rooms Ensuite
- Stamp Concrete Floor
- 1 BQ
- POP Ceiling
- Water Heater
- Jacuzzi
- Walk-in Shower
- Self Serviced","Orchid road, Lekki",Orchid road,450sqm,Newly-Built,Unfurnished,Duplex,4 bedrooms,5 bathrooms,,600000,600000,600000,,,,,,,,,,,
4bdrm Duplex in Lekki for rent, 6000000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/4bdrm-duplex-in-lekki-for-rent-zv2UKpuOj5bmBldNW8gNzGuK.html?page=26&pos=20&cur_pos=20&ads_per_page=23&ads_count=15807&lid=FOXK95B7VIvKP0sP&indexPosition=592,"*6m per annum Fully Detached Lekki Luxurious Duplex*
4 bedroom fully detached duplex with BQ for Rent!!
.
 
.
Location: Orchid, Lagos
.
Features:
•Brand new 
•Clean water 
•Secured estate
•Good Compound space
•Serenity
•Water Heaters
•Pop Ceiling
•Microwave 
•Oven
•Heat extractor
•24 hours power supply
Rent: 6m per annum
Legal: 600,000
Agency: 600,000
Caution: 600,000
*Contact",Orchid,,600sqm,Newly-Built,Unfurnished,Duplex,4 bedrooms,5 bathrooms,,,,,,,,,,,,,,,
"5bdrm Duplex in Lekky County Estate, Lekki for rent", 12000000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/5bdrm-duplex-in-lekky-county-estate-lekki-for-rent-kzmCB3gXG5RzuMY1nx4cT4Di.html?page=27&pos=1&cur_pos=1&ads_per_page=23&ads_count=15807&lid=FOXK95B7VIvKP0sP&indexPosition=596,"Dolyn to let
a newly built 5 bedroom fully detached luxury duplex with a room boy quarters to let for a fixed term certain.
location: 
lekky county,ikota lekki, lagos state.
features: 
fully fitted kitchen/cinema/study/swimming pool/spacious compound/security door/ standard rooms ensuite/ ample parking space/-24hrs security/treated water/water heater/walk-in shower/bathtub/pop ceiling
value:
rent for a ftc. n12,000,000
agreement n. 1,200,000
agency. n. 1,200,000
r. caution. n. 2,000,000
est mgt fee. n. 400,000
 total. n16,800,000","Ikota, lekki",Lekky county estate,500sqm,Newly-Built,Semi-Furnished,Duplex,5 bedrooms,5 bathrooms,,,,,,,,,,,,,,,
"5bdrm Duplex in Secured Estate, Banana Island for rent", 70000000,"Ikoyi, Banana Island",https://jiji.ng/banana-island/houses-apartments-for-rent/5bdrm-duplex-in-secured-estate-banana-island-for-rent-Cx4CaelMXePb0UOBcj8G0SV6.html?page=27&pos=4&cur_pos=4&ads_per_page=23&ads_count=15807&lid=FOXK95B7VIvKP0sP&indexPosition=599,"FOR LEASE: IN BANANA ISLAND:*
Exquisitely built luxurious 5 bedroom (all ensuite) fully detached houses with lavishly spacious master's and madam's bedrooms
Ante, 
Living room,
Family lounge
Elevator, 
Large fully fitted kitchen,
1 room bq
Solar power as backup etc.
Located in a mini estate of 5 units in banana island Ikoyi .
 
Rent: N70m per annum
... $+h•°",Banana Island,Secured estate,500sqm,Newly-Built,Unfurnished,Duplex,5 bedrooms,7 bathrooms,,,,,,,,,,,,,,,
3bdrm Apartment in Victoria Island for rent, 12000000,Victoria Island,https://jiji.ng/victoria-island/houses-apartments-for-rent/3bdrm-apartment-in-victoria-island-for-rent-rHXpgSEj7v7oj1giYZByTBQk.html?page=27&pos=7&cur_pos=7&ads_per_page=23&ads_count=15807&lid=FOXK95B7VIvKP0sP&indexPosition=602,"Serviced 3 Bedroom apartment Off Ajose Adeogun, Victoria Island.
Rent: 12M
Agency:10%
Legal:10%
Caution: 1M
Service Charge: 1.4M
Features:
*Living room
*Dinning Area
*Wardrobes
*Elevator
*Swimming pool
*Gym
*Security Cameras
*24hrs Power.",Vi,,300sqm,Fairly Used,Semi-Furnished,Apartment,3 bedrooms,3 bathrooms,,10,10,500000,500020,1400000,,,,,,,,,
"4bdrm Duplex in Chevron Drive, Lekki for rent", 6000000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/4bdrm-duplex-in-chevron-drive-lekki-for-rent-dDpM67ZMNWzbdtolLfXtRQui.html?page=27&pos=10&cur_pos=10&ads_per_page=23&ads_count=15807&lid=FOXK95B7VIvKP0sP&indexPosition=605,"4 bedroom terrace +bq at chevron alternative route. Rent 6M, legal, Agency, caution 10% sc... Will be related",Chevron Drive,Chevron Drive,1000sqm,Newly-Built,Unfurnished,Duplex,4 bedrooms,4 bathrooms,,,,,,,,,,,,,,,
"4bdrm Duplex in Chevron, Lekki for Rent", 4500000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/4bdrm-duplex-in-chevron-lekki-for-rent-5Bo6gq8J8vXSrJOp3S0P2CIZ.html?page=27&pos=13&cur_pos=13&ads_per_page=23&ads_count=15807&lid=FOXK95B7VIvKP0sP&indexPosition=608,"TO LET 
4 BEDROOM TERRACE DUPLEX 24HRS POWER SUPPLY , SWIMMING POOL.
Location: Chevron, Lekki Lagos 
Rent: .4.5M per year 
Other charges:
Service charge: 45k monthly 
Features:
- All Rooms Ensuite 
- 24hrs security 
- 24hrs electricity 
- Swimming pool 
- Gym
- Cctv cameras 
- Industrial borehole 
- Family Lounge 
- Bluetooth speakers 
- Fitted kitchen 
- Water Heater 
For more information and physical inspection Call/Wh",chevron Estate,chevron,1000sqm,Newly-Built,Unfurnished,Duplex,4 bedrooms,4 bathrooms,,,,,,,,,,,,,,,
4bdrm Duplex in Lekki for Rent, 6500000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/4bdrm-duplex-in-lekki-for-rent-VHypvPn4xQJq4IK9Z2HtOMx.html?page=27&pos=15&cur_pos=15&ads_per_page=23&ads_count=15807&lid=FOXK95B7VIvKP0sP&indexPosition=610,"Fantastic 4 Bedroom fully-detached duplex with 1BQ Location: Royal Pine Estate, Orchid Road, Lekki. Lagos.
Rent 
Agency: 10%
Legal: 10%
Caution: 5%","Orchid Road, Lekki. Lagos.",,600sqm,Newly-Built,Semi-Furnished,Duplex,4 bedrooms,4 bathrooms,,,,,,,,,,,,,,,
"4bdrm Townhouse / Terrace in Ikate, Lekki for Rent", 5000000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/4bdrm-townhouse-terrace-in-ikate-lekki-for-rent-q4lbWRVBtePVlW0IK0upcI3i.html?page=27&pos=18&cur_pos=18&ads_per_page=23&ads_count=15807&lid=FOXK95B7VIvKP0sP&indexPosition=613,"4BEDROOM TERRACE DUPLEX in a serene environment 
IKATE, LEKKI
Amenities:
- Spacious compound 
- One boy’s quarter 
- Neatly used 
- Fitted kitchen 
- Inbuilt gas cooker
- Spacious master’s bedroom 
- Good interior 
- Ample car parking space 
Rent:
S.c: 
Agency: 10% 
Legal: 10% 
Caution: 10%","ikate,Lekki",Ikate,350sqm,Newly-Built,Semi-Furnished,Townhouse / Terrace,4 bedrooms,5 bathrooms,,,,,,,,,,,,,,,
4bdrm Duplex in Lekki for rent, 15000000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/4bdrm-duplex-in-lekki-for-rent-m8hMNKtbkqQmAWQrTpqYRdaf.html?page=27&pos=22&cur_pos=22&ads_per_page=23&ads_count=15807&lid=FOXK95B7VIvKP0sP&indexPosition=617,"Residential Or Commercial 4 Bedroom Detached Duplex for Rent
Price: ₦15,000,000
Location: Lekki
Features:
-All Rooms Ensuite
-CCTV
-Jacuzzi
-Fitted Kitchen
-POP Ceiling
-Wardrobe
-In-built Speakers
-Walk-in Closet
-Water Heater
-Heat Extractor
-Ample Parking Space
Inquiries II inspection II Purchase II Call
WhatsApp +
Email: 
Omosholaseglevel",Lekki,Lekki,600sqm,Fairly Used,Unfurnished,Duplex,4 bedrooms,4 bathrooms,,,,,,,,,,,,,,,
3bdrm Apartment in Lekki for rent, 5000000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/3bdrm-apartment-in-lekki-for-rent-6yfeEK55v2y3UGJCggdM9dS9.html?page=28&pos=2&cur_pos=2&ads_per_page=23&ads_count=15807&lid=FOXK95B7VIvKP0sP&indexPosition=620,"Solo for rent! 
 neatly finished 3 bedroom apartment for rent
location;ologolo lekki 
rent: 5m per annum 
other charges 
agency :10%
legal: 10%
caution: 10%
diesel deposit :50k monthly
service charge:650,000
total package:7.2m
features:
-24 hrs security
-all rooms en-suite
-stamp concrete floor","Ologolo, lekki",Lekki,300sqm,Newly-Built,Semi-Furnished,Apartment,3 bedrooms,3 bathrooms,,,,,,,,,,,,,,,
4bdrm Duplex in Victoria Island for rent, 15000000,Victoria Island,https://jiji.ng/victoria-island/houses-apartments-for-rent/4bdrm-duplex-in-victoria-island-for-rent-BXgHdvDJcW4RfvQdH35xmZTT.html?page=28&pos=5&cur_pos=5&ads_per_page=23&ads_count=15807&lid=FOXK95B7VIvKP0sP&indexPosition=623,"TO LET
4BEDROOM Semi Detached Duplex with 2Shops 
NOTE:
Both for residential and Commercial use 
Location: Oniru
Rent - 15M
Agency fee: 10%
Legal fee: 10%
Refundable Caution fee: 10%",oniru,,500sqm,Newly-Built,Unfurnished,Duplex,4 bedrooms,5 bathrooms,,,,,,,,,,,,,,,
Furnished 2bdrm Apartment in Ago Palace for rent, 2000000,"Isolo, Ago Palace",https://jiji.ng/ago-palace/houses-apartments-for-rent/furnished-2bdrm-apartment-in-ago-palace-for-rent-3hxq9qPqju4Vtr6Z7Ki46LIW.html?page=28&pos=9&cur_pos=9&ads_per_page=23&ads_count=15807&lid=FOXK95B7VIvKP0sP&indexPosition=627,"Newly built 2 bedroom flat with all room ensuite
Nice Serene environment
Pop ceiling
Call me or chat me on WhatsApp081XXXXXXXX",26 Godwin obasi,,685sqm,Newly-Built,Furnished,Apartment,2 bedrooms,2 bathrooms,,200000,200000,100000,500000,85000,"Security bills,lawma, cleaning of the compound, maintenance for the pumping machine for one year",,,,,,,,
"5bdrm Duplex in Chevron, Lekki for Rent", 7500000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/5bdrm-duplex-in-chevron-lekki-for-rent-uBTL8zuO1olMt4m9pPTKAg5u.html?page=28&pos=12&cur_pos=12&ads_per_page=23&ads_count=15807&lid=FOXK95B7VIvKP0sP&indexPosition=630,"5 BEDROOM DETACHED DUPLEX FOR RENT ! 
Location: Chevron, Lagos
Price: 7.5m per annum
Other Charges : 
Agency 10%
Legal 10%
Caution: 500k
Total Package: 9,500,000
Features
- Secure Estate 
- All Rooms Ensuite 
- Fitted Kitchen 
- Stamp Concrete Floor
- 1 BQ
- POP Ceiling
- Water Heater 
- Walk-in Shower
- Jacuzzi 
- Inbuilt Speakers 
- Self Serviced","Chevron, Lekki",Chevron,500sqm,Newly-Built,Semi-Furnished,Duplex,5 bedrooms,5 bathrooms,,,,,,,,,,,,,,,
Furnished 5bdrm Townhouse / Terrace in Lekki for rent, 8500000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/furnished-5bdrm-townhouse-terrace-in-lekki-for-rent-8kElgB2ecbsdyUNxZDrJNqmX.html?page=28&pos=15&cur_pos=15&ads_per_page=23&ads_count=15807&lid=FOXK95B7VIvKP0sP&indexPosition=633,"Furnished 5 Bedroom BOURGEOIS Terrace Apartment.

 (Eight Million Five Hundred Thousand Naira Only).

Agency Fee: 

Legal Fee: 

Caution: 

Service Charge

Diesel deposit and contribution to be discussed.",Lekki,,500sqm,Newly-Built,Furnished,Townhouse / Terrace,5 bedrooms,5 bathrooms,,,,,,900000,,,,,,,,,
"4bdrm Duplex in Ikate Estate, Lekki for Rent", 7000000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/4bdrm-duplex-in-ikate-estate-lekki-for-rent-2KMwQPtkJXqV1H3pzG4P17rE.html?page=28&pos=17&cur_pos=17&ads_per_page=23&ads_count=15807&lid=FOXK95B7VIvKP0sP&indexPosition=635,"Four bedroom fully Detached house with a bq 
Location Abiola Court off Kunsela Road Ikate lekki",Lekki ikate,ikate Estate,1000sqm,Newly-Built,Unfurnished,Duplex,4 bedrooms,4 bathrooms,,,,,,,,,,,,,,,
4bdrm Townhouse / Terrace in Ikate for rent, 7500000,"Lekki, Ikate",https://jiji.ng/ikate/houses-apartments-for-rent/4bdrm-townhouse-terrace-in-ikate-for-rent-g4KhHhMc6o2S9B0rBpm3NYNQ.html?page=28&pos=20&cur_pos=20&ads_per_page=23&ads_count=15807&lid=FOXK95B7VIvKP0sP&indexPosition=638,"4BEDROOM TERRACE DUPLEX FOR RENT.
RENT: 7.5M
Other Charges:
Agency:10%
Legal:10%
Caution: 10:
 Total package: 11,250,000
 Amenities: 
- [ ] 4BEDROOM 
- [ ]6Hours electricity(Inverter)
- [ ] Fitted Kitchen with accessories 
- [ ] Modern Day POP Ceiling 
- [ ] Detailed finishing 
- [ ] Wardrobes 
- [ ] Water heater
- [ ] Heat extractor.
- [ ]Jacuzzi
- [ ]Inverter
- [ ] Serviced",Ikate,,450sqm,Fairly Used,Unfurnished,Townhouse / Terrace,4 bedrooms,4 bathrooms,,,,,,1500000,,,,,,,,,
5bdrm Duplex in Lekki for rent, 8000000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/5bdrm-duplex-in-lekki-for-rent-tHbtW3sbtjl0Z98KyJn8Fqqx.html?page=28&pos=23&cur_pos=23&ads_per_page=23&ads_count=15807&lid=FOXK95B7VIvKP0sP&indexPosition=641,"5bed duplex fully detached with bq
Location: orchid road 
Rent:8m 
Caution:10%
 Legal:10% 
Agency 10%",Orchid,,600sqm,Newly-Built,Unfurnished,Duplex,5 bedrooms,6 bathrooms,,,,,,,,,,,,,,,
